gtfs_id,fleet_id,service_type,capacity,vehicle_type
chennai_bus,I2945,Ordinary,10,BUS
chennai_bus,I2946,Ordinary,10,BUS
chennai_bus,I2947,Ordinary,10,BUS
chennai_bus,I2948,Ordinary,10,BUS
chennai_bus,I2949,Ordinary,10,BUS
chennai_bus,I2950,Ordinary,10,BUS
chennai_bus,I2951,Ordinary,10,BUS
chennai_bus,I2952,Ordinary,10,BUS
chennai_bus,I2953,Ordinary,10,BUS
chennai_bus,I2954,Ordinary,10,BUS
chennai_bus,I2955,Ordinary,10,BUS
chennai_bus,I2956,Ordinary,10,BUS
chennai_bus,I2958,Ordinary,10,BUS
chennai_bus,I2959,Ordinary,10,BUS
chennai_bus,I2960,Ordinary,10,BUS
chennai_bus,I2961,Ordinary,10,BUS
chennai_bus,I2962,Ordinary,10,BUS
chennai_bus,I2963,Ordinary,10,BUS
chennai_bus,I2964,Ordinary,10,BUS
chennai_bus,I2965,Ordinary,10,BUS
chennai_bus,I2966,Ordinary,10,BUS
chennai_bus,I2967,Ordinary,10,BUS
chennai_bus,I2968,Ordinary,10,BUS
chennai_bus,I2969,Ordinary,10,BUS
chennai_bus,I2970,Ordinary,10,BUS
chennai_bus,I2971,Ordinary,10,BUS
chennai_bus,I2972,Ordinary,10,BUS
chennai_bus,I2973,Ordinary,10,BUS
chennai_bus,I2974,Ordinary,10,BUS
chennai_bus,I2975,Ordinary,10,BUS
chennai_bus,I2976,Ordinary,10,BUS
chennai_bus,I2977,Deluxe,10,BUS
chennai_bus,I2978,Ordinary,10,BUS
chennai_bus,I2979,Ordinary,10,BUS
chennai_bus,I2980,Deluxe,10,BUS
chennai_bus,I2988,Ordinary,10,BUS
chennai_bus,I2989,Ordinary,10,BUS
chennai_bus,I2992,Ordinary,10,BUS
chennai_bus,I2993,Ordinary,10,BUS
chennai_bus,I2994,Ordinary,10,BUS
chennai_bus,I2995,Ordinary,10,BUS
chennai_bus,I2996,Ordinary,10,BUS
chennai_bus,I2997,Ordinary,10,BUS
chennai_bus,I2998,Ordinary,10,BUS
