gtfs_id,vehicle_no,short_name
bhubaneshwar_bus,OD33AR1378,O1378
bhubaneshwar_bus,OD05CB0065,O0065
bhubaneshwar_bus,OD33AR1356,O1356
bhubaneshwar_bus,OD05CB0028,O0028
bhubaneshwar_bus,OD33AR1355,O1355
bhubaneshwar_bus,OD05CB0083,D0083
bhubaneshwar_bus,OD33AM1915,O1915
bhubaneshwar_bus,OD33AM1928,O1928
bhubaneshwar_bus,OD33AM1929,O1929
bhubaneshwar_bus,OD33AM1971,O1971
bhubaneshwar_bus,OD33AM1994,O1994
bhubaneshwar_bus,OD33AN0617,O0617
bhubaneshwar_bus,OD33AN0625,O0625
bhubaneshwar_bus,OD33AN0631,O0631
bhubaneshwar_bus,OD33AN0635,O0635
bhubaneshwar_bus,OD33AN0639,O0639
bhubaneshwar_bus,OD33AN0642,O0642
bhubaneshwar_bus,OD33AN0643,O0643
bhubaneshwar_bus,OD33AN0645,O0645
bhubaneshwar_bus,OD33AN0647,O0647
bhubaneshwar_bus,OD33AN0658,O0658
bhubaneshwar_bus,OD33AN0661,O0661
bhubaneshwar_bus,OD33AN0669,O0669
bhubaneshwar_bus,OD33AN0670,O0670
bhubaneshwar_bus,OD33AN0679,O0679
bhubaneshwar_bus,OD33AN0690,O0690
bhubaneshwar_bus,OD13U9481,O9481
bhubaneshwar_bus,OD13U8226,O8226
bhubaneshwar_bus,OD13U9655,O9655
bhubaneshwar_bus,OD13V2486,O2486
bhubaneshwar_bus,OD13U8063,O8063
bhubaneshwar_bus,OD13U9196,O9196
bhubaneshwar_bus,OD13U7586,O7586
bhubaneshwar_bus,OD13U7504,O7504
bhubaneshwar_bus,OD13U7782,O7782
bhubaneshwar_bus,OD13U9137,O9137
bhubaneshwar_bus,OD13U7781,O7781
bhubaneshwar_bus,OD13U8205,O8205
bhubaneshwar_bus,OD13U8284,O8284
bhubaneshwar_bus,OD13U7533,O7533
bhubaneshwar_bus,OD13U8266,O8266
bhubaneshwar_bus,OD13U8070,O8070
bhubaneshwar_bus,OD13U8202,O8202
bhubaneshwar_bus,OD13V2354,O2354
bhubaneshwar_bus,OD13U9402,D9402
bhubaneshwar_bus,OD13U9486,O9486
bhubaneshwar_bus,OD13U9419,O9419
bhubaneshwar_bus,OD13U7541,O7541
bhubaneshwar_bus,OD13U9143,O9143
bhubaneshwar_bus,OD13U8030,O8030
bhubaneshwar_bus,OD13U8287,O8287
bhubaneshwar_bus,OD13U7598,O7598
bhubaneshwar_bus,OD13U7528,O7528
bhubaneshwar_bus,OD13U7775,O7775
bhubaneshwar_bus,OD13U9650,O9650
bhubaneshwar_bus,OD13U9437,O9437
bhubaneshwar_bus,OD13U9359,O9359
bhubaneshwar_bus,OD13V2891,O2891
bhubaneshwar_bus,OD13U8280,O8280
bhubaneshwar_bus,OD13U8093,O8093
bhubaneshwar_bus,OD13U8004,O8004
bhubaneshwar_bus,OD33AR1512,O1512
bhubaneshwar_bus,OD33AR1519,O1519
bhubaneshwar_bus,OD33AR1542,O1542
bhubaneshwar_bus,OD33AR1150,O1150
bhubaneshwar_bus,OD33AR1120,O1120
bhubaneshwar_bus,OD05CA1242,O1242
bhubaneshwar_bus,OD05CA1267,O1267
bhubaneshwar_bus,OD05CA1352,O1352
bhubaneshwar_bus,OD05CA1374,O1374
bhubaneshwar_bus,OD05CA1377,O1377
bhubaneshwar_bus,OD05CA1383,O1383
bhubaneshwar_bus,OD05CA1384,O1384
bhubaneshwar_bus,OD05CA1394,O1394
bhubaneshwar_bus,OD05CB0248,O0248
bhubaneshwar_bus,OD05CA4160,O4160
bhubaneshwar_bus,OD05CB0228,O0228
bhubaneshwar_bus,OD05CB3408,O3408
bhubaneshwar_bus,OD05CB1896,O1896
bhubaneshwar_bus,OD05CB3409,O3409
bhubaneshwar_bus,OD05CB3464,O3464
bhubaneshwar_bus,OD05CB1850,O1850
bhubaneshwar_bus,OD05CB1804,O1804
bhubaneshwar_bus,OD05CB1841,O1841
bhubaneshwar_bus,OD05CB1846,O1846
bhubaneshwar_bus,OD05CB0064,O0064
bhubaneshwar_bus,OD33V5443,O5443
